ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity
9.84,648.59,100.51,4.03,295.67,672.17,2.18,191.85,5.18
8.02,107.33,76.09,3.02,84.8,2000.89,0.59,66.86,1.89
7.22,155.47,89.97,4.05,262.23,1586.31,6.09,67.97,0.12
7.94,374.04,229.97,2.91,188.86,519.04,8.0,105.85,2.18
7.1,240.57,870.03,1.34,37.59,1146.41,16.64,16.0,3.64
6.78,272.59,273.42,4.3,473.98,138.03,8.5,82.53,1.57
6.49,415.98,376.67,3.04,330.22,2471.95,9.49,80.22,1.84
7.92,145.16,142.81,1.62,289.73,1014.14,12.62,109.94,3.4
8.45,303.97,937.5,3.2,237.83,207.41,10.04,123.76,3.81
8.89,381.74,479.98,1.27,181.93,1027.32,2.23,147.65,1.18
7.45,418.78,91.97,4.42,352.31,10190.27,2.43,113.58,3.55
6.58,327.64,853.2,0.99,197.94,1681.37,11.42,94.19,10.91
7.93,617.44,731.79,3.4,335.65,1857.43,5.86,22.97,1.75
6.35,267.29,81.14,3.45,302.23,1080.7,9.25,88.21,1.61
6.96,419.21,283.69,3.77,238.07,206.55,6.93,7.44,3.82
9.82,188.93,290.13,2.02,315.08,1744.87,3.43,29.23,8.05
6.71,686.76,886.34,2.06,77.7,2416.89,6.39,37.07,4.42
6.62,31.18,210.2,3.16,440.18,18801.69,7.86,25.4,2.13
6.16,211.67,113.06,1.16,544.65,1806.41,2.08,110.7,10.33
6.43,382.44,988.33,2.71,184.22,88.5,7.46,201.86,2.19
7.23,275.43,1097.07,3.43,218.55,1391.4,17.72,52.01,1.5
6.56,311.19,760.55,0.09,504.4,259.19,5.39,107.9,1.55
6.07,444.8,390.96,3.15,472.56,361.62,10.68,17.26,2.1
6.61,342.85,87.96,2.9,103.96,1630.83,1.44,111.78,10.06
6.09,216.26,191.47,8.36,86.98,1571.6,3.63,94.81,2.81
6.7,431.84,250.8,4.21,367.11,1598.22,4.54,195.73,5.51
7.42,108.91,382.7,2.2,210.47,1327.74,4.66,54.39,4.67
6.71,227.07,204.73,2.57,145.91,349.73,4.21,74.73,1.78
7.82,276.81,258.58,4.44,284.07,1379.39,11.37,44.13,4.55
7.89,864.04,510.87,1.81,104.69,728.43,4.74,17.0,8.8
6.8,376.74,77.33,0.16,81.37,724.51,9.45,76.18,2.21
7.05,540.02,57.1,1.23,308.13,1437.41,10.72,127.48,2.65
7.01,246.92,308.54,1.22,390.2,571.55,9.14,95.89,1.25
8.31,433.72,273.42,0.45,176.48,964.91,2.93,115.1,6.3
6.49,1082.54,49.89,3.82,266.33,900.29,4.3,3.74,5.38
8.49,48.22,194.83,4.26,256.82,1264.72,3.78,66.54,0.5
7.31,148.82,91.9,1.08,254.91,67.41,3.82,201.11,1.92
6.58,640.91,111.91,2.28,122.53,2643.04,10.75,17.14,2.78
7.5,44.86,281.49,3.1,676.1,458.32,8.25,100.4,1.55
7.33,240.11,209.03,2.5,254.82,1951.68,10.08,8.32,0.1
6.16,339.67,101.06,3.46,136.31,2293.24,4.76,40.98,2.68
6.58,194.42,695.9,3.13,84.24,693.2,9.3,136.1,0.82
6.92,291.89,133.18,2.86,345.37,2054.22,11.76,43.5,0.15
6.17,230.79,189.36,2.44,385.62,882.46,5.23,62.1,1.12
6.26,257.26,296.02,0.75,216.3,1628.72,7.68,57.54,2.38
6.41,110.97,779.42,3.01,54.14,1410.405,13.56,59.51,1.53
9.86,218.63,388.58,2.88,306.68,1860.28,1.74,47.91,4.19
7.0,407.15,195.62,1.74,64.95,1545.0,10.78,35.26,5.45
8.11,183.05,264.62,8.12,245.71,2429.41,3.98,71.77,1.42
7.47,362.97,86.23,1.81,310.16,1904.06,2.92,111.96,1.03
7.21,828.97,194.16,0.98,104.78,1842.24,9.95,117.98,1.85
6.42,58.64,398.61,1.27,321.92,1849.97,9.05,91.66,1.1
8.12,357.61,803.45,7.77,39.42,882.93,11.71,35.55,5.21
6.46,351.9,249.58,1.7,139.89,4.28,11.47,5.07,2.17
9.03,326.07,593.31,6.32,99.44,2117.47,9.36,64.12,3.3
6.23,111.04,594.33,1.56,165.35,2172.95,15.46,78.62,4.79
7.13,178.01,298.69,4.42,321.79,2523.13,7.49,55.73,2.37
6.32,221.69,326.06,3.0,56.41,1957.0,9.95,63.34,3.56
7.09,180.47,286.5,4.15,15.13,2399.14,9.64,69.06,10.0
6.26,263.98,291.69,3.83,67.83,2249.65,9.81,13.65,2.9
8.09,18.91,374.71,0.39,316.47,1952.06,6.37,74.72,1.0
6.49,495.11,183.67,1.02,393.34,683.15,9.93,118.9,4.21
7.38,130.87,88.28,7.55,685.82,1155.47,5.02,63.65,5.04
8.66,345.76,310.59,3.12,300.86,1653.49,11.5,117.69,2.93
8.98,298.45,991.26,2.8,129.85,2201.66,10.0,195.09,3.82
7.32,83.4,297.04,1.55,268.06,901.3,6.25,122.45,3.05
8.12,262.54,142.81,3.97,591.1,2369.45,9.86,93.12,1.9
8.15,388.41,967.11,4.06,198.66,268.0,8.83,205.39,4.22
7.23,173.4,382.02,3.76,657.16,1343.86,8.82,50.76,0.7
5.24,1065.28,247.5,4.3,106.28,2424.6,8.69,43.73,1.29
6.18,400.18,0.95,1.69,90.59,112.21,6.67,61.16,1.79
8.23,195.98,278.94,3.68,108.46,2000.27,11.13,59.34,6.78
6.77,969.31,403.74,0.88,286.08,1359.32,13.21,108.83,3.62
6.03,280.67,125.97,0.67,205.95,2007.13,6.16,129.42,2.25
9.8,250.4,202.76,2.95,381.81,276.38,1.45,102.97,3.49
6.29,304.23,238.12,1.06,277.18,2065.5,3.12,36.62,3.32
8.31,1068.74,372.29,2.65,94.27,901.41,15.28,26.73,8.38
5.29,325.34,685.84,0.2,244.43,97.67,10.33,108.14,3.77
6.22,448.01,132.95,2.1,373.13,1141.68,6.24,11.22,1.58
8.92,142.96,62.66,2.55,320.26,1232.64,9.91,114.0,1.37
6.86,390.17,519.41,3.27,306.17,84.59,6.37,12.78,2.64
6.66,263.4,64.17,3.7,366.67,1709.02,10.46,1.97,0.39
6.55,137.37,228.1,0.08,62.37,1069.39,1.57,103.12,2.13
6.46,177.4,683.92,1.82,3.51,2338.9,6.04,9.81,1.44
7.58,1038.73,397.8,0.53,307.47,1768.75,11.3,46.78,0.65
6.36,91.65,101.49,0.85,385.38,1125.97,1.84,164.19,2.42
7.65,176.95,246.29,3.17,61.66,186.08,10.36,82.54,4.51
6.46,623.34,211.77,3.99,316.71,2101.51,6.39,2.69,1.03
8.12,181.46,113.66,3.13,286.85,2625.51,7.24,25.77,0.17
6.34,719.37,1078.74,3.16,228.59,1725.8,8.98,74.67,2.67
7.52,285.72,372.74,3.95,728.81,1694.63,4.03,63.11,1.96
6.42,348.95,198.72,3.27,65.56,2201.3,6.87,10.58,2.5
6.4,218.74,298.69,3.39,312.96,6.3,10.76,38.38,3.09
6.8,201.19,72.63,0.35,265.99,1711.11,10.87,24.35,3.13
9.34,164.62,267.41,2.57,730.98,1843.77,6.16,99.78,3.87
6.71,752.07,307.88,3.95,371.21,1001.69,9.72,76.56,1.47
7.61,342.41,142.79,1.35,389.89,827.66,11.82,87.85,4.42
7.1,28.7,949.18,7.33,90.73,2544.35,8.95,87.36,3.77
6.16,876.52,259.15,4.07,396.76,1410.405,4.44,41.0,4.25
9.29,480.77,180.63,2.86,232.95,992.82,8.33,121.99,0.65
6.68,100.5,206.4,2.66,172.04,2241.12,4.33,71.28,5.47
7.68,73.35,77.6,0.44,129.27,995.07,15.37,6.18,4.95
7.25,286.6,363.17,0.21,359.28,2352.25,9.04,176.28,1.94
7.49,426.39,74.77,3.84,329.88,2010.78,4.76,30.7,3.08
7.46,234.32,143.32,2.64,206.35,200.06,4.14,10.27,1.09
7.13,437.15,192.61,0.92,284.58,32.43,11.26,171.65,0.2
7.62,42.83,587.58,4.03,50.05,763.37,1.7,162.29,4.97
7.47,433.84,1020.5,2.08,139.53,2039.72,11.66,105.89,4.77
9.58,315.01,188.26,3.0,346.06,1210.05,5.37,90.86,1.65
7.23,232.66,722.81,0.53,316.94,847.05,4.07,6.71,1.48
7.68,202.75,190.74,1.95,790.55,229.77,17.8,104.48,2.67
5.19,350.48,143.76,3.94,358.75,2761.6,5.34,165.49,1.68
7.23,282.09,1039.55,0.54,161.25,1655.9,7.0,190.82,1.74
8.33,286.27,277.52,4.36,237.83,2572.56,4.59,123.95,2.66
7.12,267.5,266.1,0.62,152.94,1410.405,6.41,59.71,5.04
7.6,264.6,128.43,3.54,250.91,310.65,9.34,25.7,3.95
6.35,346.0,197.04,2.49,138.11,1522.75,11.69,19.82,1.29
6.41,97.48,109.26,3.68,203.34,870.7,16.04,8.17,12.87
6.26,163.93,235.09,3.34,785.55,1318.84,8.02,87.86,2.01
7.37,222.5,253.27,1.27,190.32,1367.58,2.38,105.11,0.52
9.92,270.58,200.63,4.39,257.05,2583.18,10.54,33.4,1.1
6.54,64.74,274.94,3.45,383.34,2009.09,1.4,101.94,5.44
7.81,414.93,156.82,3.03,208.78,429.34,9.59,109.83,3.64
5.84,141.76,253.0,2.15,216.98,1703.41,14.44,21.88,4.63
7.12,107.67,74.24,1.06,213.51,103.67,4.81,135.01,1.32
6.79,185.69,988.46,2.14,78.75,976.14,14.81,90.76,3.84
7.62,175.11,589.02,1.03,63.78,755.29,4.71,19.47,1.16
6.73,993.99,665.08,7.03,368.36,1410.405,15.86,78.12,2.95
8.39,27.52,372.37,1.98,263.83,2288.52,5.93,110.85,1.92
6.33,373.05,350.32,1.82,152.14,773.06,4.21,16.75,0.53
7.77,261.22,178.07,0.17,200.74,793.94,8.96,94.33,3.7
6.41,340.7,467.44,2.73,116.89,2271.64,4.35,84.33,5.42
7.06,340.75,174.98,1.2,99.01,2398.01,2.33,102.11,2.38
7.59,79.53,182.01,1.29,217.17,712.41,7.51,83.7,5.13
8.21,286.17,83.73,1.23,101.46,2097.64,3.64,125.17,0.97
6.74,430.99,193.34,0.25,312.65,2059.4,11.43,76.19,1.06
7.23,568.19,953.53,0.52,364.06,2778.14,6.2,6.45,1.56
5.59,56.05,126.08,3.5,61.54,209.97,10.67,49.88,7.79
8.0,278.57,753.6,0.28,390.24,1168.25,11.77,71.82,1.85
7.96,286.56,352.27,1.39,137.81,181.67,3.1,115.91,0.97
8.22,329.05,308.83,4.13,348.47,2132.3,4.83,27.73,1.8
7.1,395.63,942.16,2.7,213.76,1749.83,10.89,185.98,2.3
6.78,181.25,640.63,3.22,104.36,2023.26,12.0,118.07,4.02
7.09,83.21,1077.11,4.58,112.8,2234.53,5.15,57.14,3.22
8.31,61.1,142.09,3.35,56.89,31262.52,10.92,125.75,1.68
6.79,232.0,319.67,4.43,577.25,664.84,6.81,34.15,1.85
5.92,167.82,759.81,5.71,169.22,1107.68,8.91,66.17,3.47
6.05,163.35,374.72,0.53,413.61,2656.11,7.37,95.93,1.66
7.03,17.92,287.21,3.99,174.06,997.5,11.58,148.85,1.91
7.96,212.9,199.14,2.21,460.03,2062.87,9.97,31.17,3.01
7.17,40.0,1017.56,1.16,168.95,1388.37,6.39,106.74,1.91
7.38,62.49,196.59,4.22,548.29,396.14,10.82,86.4,4.39
8.15,206.24,112.29,0.31,193.9,17931.62,10.3,97.06,1.8
6.02,208.61,222.32,3.69,212.6,2298.82,11.09,43.13,3.89
7.49,299.03,163.21,3.16,169.82,139.72,8.97,192.89,2.58
8.45,318.67,205.79,4.49,250.24,1471.04,9.17,40.59,4.4
7.75,502.92,360.42,0.48,182.22,2413.03,2.91,83.05,1.26
6.65,376.47,1034.34,3.42,747.95,672.57,11.34,24.84,0.59
7.44,413.32,559.2,3.26,97.6,1656.54,5.74,173.59,5.15
6.14,324.25,132.76,1.48,225.5,472.73,8.2,109.83,2.03
6.74,288.11,294.69,3.41,207.22,1503.85,7.67,73.72,0.19
9.04,154.93,283.91,0.81,6.26,1836.35,11.22,109.29,0.58
9.78,217.11,308.58,3.19,239.01,1284.42,4.62,16.85,1.19
7.23,744.19,215.47,2.86,237.83,1646.97,8.19,43.49,5.41
7.23,181.25,124.99,0.99,336.85,2624.67,9.98,72.19,3.26
8.04,80.4,147.06,2.57,347.51,655.94,4.13,66.42,4.24
6.18,107.86,99.51,4.22,138.6,93.96,15.61,42.07,1.41
9.66,130.46,384.53,1.84,149.5,1865.56,2.91,32.08,3.55
6.51,125.14,684.55,3.1,301.56,2496.48,0.02,92.43,2.07
7.39,1076.57,104.34,0.67,268.63,1415.89,10.94,111.64,0.06
8.16,123.2,214.6,1.61,228.38,715.94,10.19,25.58,2.71
7.42,125.13,302.46,5.5,271.46,317.78,8.86,0.12,1.16
6.4,260.12,124.76,2.23,236.77,1019.75,6.4,2.48,5.49
8.42,405.67,488.38,2.53,637.25,1972.03,10.35,105.47,3.13
7.71,413.97,305.49,1.33,264.82,506.68,8.56,15.76,4.4
7.27,135.13,69.54,0.8,78.45,17411.79,9.78,163.45,1.59
6.51,280.55,294.39,1.59,371.86,85.02,6.25,42.84,4.05
8.01,431.09,385.39,2.74,22.49,2279.52,9.26,7.36,1.32
7.5,410.94,250.89,2.13,212.43,2321.1,5.0,104.64,5.44
6.65,318.38,1087.77,2.14,248.65,159.46,11.63,35.99,2.88
9.3,63.89,210.38,0.75,256.7,2226.39,0.63,115.49,5.32
7.01,92.27,243.84,0.71,176.3,2591.09,8.68,155.55,4.26
8.0,426.03,169.12,0.52,375.7,2733.62,6.44,127.37,3.88
6.29,410.46,84.41,8.86,223.52,323.24,4.4,21.16,1.77
7.59,225.7,351.5,0.27,237.83,1538.63,11.45,9.04,3.44
6.48,427.72,265.27,1.83,225.13,1536.54,7.39,98.14,1.52
7.4,375.78,171.5,1.04,245.09,259.51,2.96,38.03,4.51
7.12,177.31,73.09,3.48,219.28,1077.85,1.89,107.64,0.17
8.09,306.51,9.25,0.75,247.33,1775.89,8.91,19.94,4.69
5.0,31.89,386.32,2.45,175.01,2481.5,1.63,19.01,3.2
8.08,357.42,110.24,1.77,583.75,298.36,2.14,72.19,4.67
8.15,54.56,1047.11,0.28,235.79,737.42,5.59,1.64,0.22
8.0,169.89,369.75,2.8,304.62,1665.24,10.35,125.62,5.25
7.02,177.71,118.02,1.46,130.25,2609.71,3.18,44.9,3.46
7.33,125.49,277.28,0.1,741.03,342.19,5.38,64.66,1.88
5.4,379.91,599.44,4.2,681.28,25357.69,10.17,148.43,11.94
6.84,845.83,150.7,1.54,80.2,766.94,4.24,80.91,5.36
5.51,51.02,342.27,2.93,692.02,771.48,6.42,64.95,0.42
6.65,153.52,200.31,2.31,116.89,1352.92,6.24,88.35,12.39
8.29,781.14,387.92,2.11,284.04,28.8,5.07,15.2,1.03
8.13,234.85,201.53,3.49,334.15,2411.45,6.93,13.42,1.11
7.73,144.38,75.6,3.27,284.26,300.95,9.92,34.6,0.43
7.2,138.87,1051.86,2.28,78.2,1350.94,10.03,2.4,4.99
7.52,322.85,1063.91,2.09,249.39,2364.94,8.61,34.19,4.89
7.37,992.75,423.7,0.56,134.63,767.1,9.12,44.2,3.41
7.23,273.46,968.7,1.54,345.15,35644.03,1.68,67.57,5.08
7.75,372.65,323.43,4.32,90.25,1261.79,11.42,128.48,3.75
7.94,395.31,740.66,2.75,211.16,1929.57,11.43,35.71,2.01
7.23,74.06,262.6,2.13,283.84,36.17,11.74,17.79,5.46
6.88,45.46,340.25,3.7,128.45,2528.54,9.68,19.35,2.9
6.69,155.87,306.81,2.86,173.76,1734.13,4.13,104.37,1.16
6.74,252.27,174.14,0.46,235.69,1403.13,10.46,22.54,1.78
7.23,284.19,193.71,2.11,490.7,2681.08,5.43,54.64,5.44
7.23,164.28,231.42,3.43,307.97,1107.98,8.86,9.07,2.83
7.11,46.83,273.42,0.63,109.41,574.13,10.04,175.06,4.63
6.81,296.47,392.88,0.94,138.31,33.33,11.7,114.38,1.69
6.88,172.5,244.77,6.83,65.68,15.83,10.18,103.04,0.22
6.8,44.02,273.42,4.22,123.18,1277.84,0.46,88.62,5.43
6.26,100.54,373.59,1.78,228.29,2691.79,0.6,0.11,1.93
6.44,360.9,307.29,1.59,121.47,1384.47,6.67,70.31,2.66
5.67,210.6,273.42,1.58,64.48,2725.31,7.58,60.08,0.67
7.23,335.17,118.73,1.02,255.52,2010.81,5.91,129.96,2.09
7.96,76.33,431.81,0.7,170.79,209.44,8.39,64.05,1.01
6.85,824.14,215.68,1.05,384.68,1217.95,5.84,113.44,4.0
7.23,200.45,692.14,0.74,317.55,2091.18,7.71,118.69,1.12
9.24,160.22,371.01,1.82,384.44,720.77,10.85,66.04,3.9
8.43,443.32,275.75,4.0,586.92,754.3,4.83,120.09,2.26
8.06,397.63,200.51,1.08,644.92,1132.7,6.62,110.96,0.79
9.49,204.54,130.97,3.64,246.26,1554.74,7.42,3.36,2.64
6.3,254.33,63.09,2.66,131.45,2411.78,8.96,110.78,1.7
8.06,385.18,662.6,0.01,373.84,1363.28,7.78,69.07,5.6
7.62,38.99,121.02,1.69,185.39,1410.405,4.66,35.23,3.8
7.65,180.44,211.33,3.09,217.08,1913.22,8.86,18.25,0.33
7.23,52.11,1016.21,0.77,353.42,2646.09,4.59,17.32,1.7
6.68,751.33,144.82,6.57,178.07,2698.58,7.59,215.49,4.41
8.09,267.25,81.34,2.6,239.59,1248.56,6.03,67.96,2.95
7.69,84.78,235.56,0.52,148.02,2357.8,7.86,71.2,2.87
6.37,1063.46,744.32,3.94,212.4,784.2,10.93,11.48,1.47
8.09,72.62,986.3,7.55,338.04,963.87,7.34,9.07,0.19
7.15,224.91,332.96,0.14,201.88,1640.17,5.69,123.37,12.71
7.81,139.24,232.51,3.81,314.0,2780.87,7.84,12.06,1.61
7.08,190.36,203.41,3.5,354.7,2211.53,6.48,83.34,5.43
6.19,125.35,380.41,3.28,246.19,1318.79,5.37,9.75,1.23
6.43,108.22,194.14,0.02,182.38,859.91,1.42,91.71,1.45
8.22,1027.07,128.83,0.28,262.2,1676.14,5.95,62.04,3.29
7.27,177.29,291.45,1.82,102.91,565.35,6.92,18.59,5.46
7.09,374.43,211.96,2.16,343.35,1905.18,7.12,188.12,5.36
9.84,1072.42,861.54,3.5,235.62,1428.47,1.94,21.79,0.6
6.16,146.6,297.17,3.52,148.3,556.77,11.5,69.5,5.34
5.37,293.0,806.37,3.12,321.44,1939.9,4.71,14.2,3.36
7.05,117.86,188.43,3.66,320.23,23597.34,3.79,65.4,5.16
6.16,320.89,291.68,1.91,65.68,2479.58,11.44,109.09,0.53
5.12,185.91,270.96,2.43,139.29,1759.59,4.52,51.84,2.17
7.11,184.98,155.76,2.95,248.32,908.62,11.18,108.48,3.3
6.38,302.48,930.98,2.42,253.64,1466.21,6.99,74.11,4.99
8.04,446.96,202.3,3.5,200.7,1114.09,6.39,122.43,1.6
7.62,128.39,310.27,2.77,310.89,380.21,9.05,93.23,1.23
5.21,52.38,253.82,1.97,322.58,2402.58,6.01,100.28,0.64
7.34,48.04,383.43,4.34,294.59,2341.88,4.55,83.51,3.3
7.3,332.44,1075.05,0.6,354.25,1130.88,2.5,95.64,4.53
6.75,181.02,389.46,1.57,213.94,179.71,11.63,60.44,1.69
6.92,154.35,235.3,1.47,347.92,1844.71,8.11,58.3,2.28
5.72,230.62,390.31,5.55,374.2,966.28,9.2,36.17,3.86
7.25,190.19,501.23,4.12,155.07,1478.75,5.47,10.93,2.75
7.75,700.21,74.23,7.65,214.21,1154.87,12.17,61.85,4.97
8.4,372.78,105.58,1.75,51.54,1972.31,11.67,86.23,2.22
5.98,1015.2,354.02,4.03,37.71,1851.21,17.0,36.14,1.06
7.21,688.88,607.34,3.45,254.67,1020.99,4.95,81.95,2.77
7.12,815.93,308.13,2.56,29.19,1611.38,5.74,97.57,4.86
6.89,233.32,66.75,4.29,678.68,2076.38,0.81,30.4,1.92
7.75,399.95,252.59,3.09,183.95,686.39,7.15,10.47,4.64
6.5,349.48,336.59,2.21,246.43,1582.08,2.24,193.5,3.35
6.11,327.52,886.65,1.56,52.0,1253.27,9.83,87.42,4.71
7.01,341.79,193.95,1.08,715.43,1292.42,1.43,77.66,4.96
8.26,55.1,337.5,3.86,0.22,1951.83,9.61,89.4,1.79
6.32,80.36,265.33,6.06,381.52,1859.0,2.42,89.14,4.32
6.37,375.46,122.93,4.41,244.3,2069.52,3.56,32.71,3.2
7.06,289.5,351.17,3.06,366.49,43.76,8.66,84.96,0.41
8.48,213.78,670.19,4.15,19.81,59.13,3.63,23.81,1.97
7.85,353.58,142.02,2.05,128.19,4.7,9.07,66.38,3.38
8.16,98.09,835.71,1.36,289.27,2565.59,10.67,49.1,0.4
7.88,342.45,343.35,3.17,194.39,151.44,11.36,94.05,1.97
8.28,967.83,316.02,2.32,110.55,1160.01,5.04,169.87,0.59
6.18,605.57,176.69,4.19,301.24,544.03,2.71,196.96,2.87
7.41,46.09,208.84,3.44,113.57,1752.34,8.1,79.19,1.98
7.23,164.52,136.69,4.42,138.65,277.68,10.23,94.5,3.7
6.11,114.72,376.97,0.57,391.36,1354.71,4.82,47.78,1.37
7.23,260.48,356.98,2.85,116.57,1504.24,2.73,119.72,2.75
7.33,532.86,245.63,3.42,379.88,1660.57,0.94,92.18,1.31
5.4,256.24,321.47,2.42,378.81,1213.11,11.22,35.82,2.81
7.12,374.95,129.38,1.11,165.1,2562.15,4.94,8.73,3.19
7.15,431.74,304.9,4.46,62.78,2357.11,2.33,114.77,0.87
8.04,346.42,168.03,1.34,130.66,893.02,9.18,57.87,13.19
6.92,350.04,229.45,0.09,318.17,886.45,7.7,82.65,1.99
8.14,54.77,120.57,1.99,237.83,1915.51,0.16,39.61,8.89
7.53,391.17,179.78,0.98,770.98,2045.49,8.04,6.41,2.94
8.08,251.33,404.57,0.83,336.95,277.04,0.62,27.28,4.21
7.94,343.24,266.25,7.65,144.08,2259.98,10.71,15.37,11.3
7.77,666.66,282.29,2.17,81.01,2172.62,13.45,54.9,1.29
9.37,270.6,903.05,3.3,223.28,575.91,9.09,16.4,0.78
7.53,139.71,249.15,2.73,83.44,2077.71,8.43,69.19,4.59
6.98,42.55,334.66,3.06,190.63,498.93,8.09,63.88,3.58
5.29,100.42,699.86,3.4,181.46,881.08,9.57,94.37,3.75
8.29,526.22,360.5,2.45,69.7,1969.96,10.56,226.85,1.61
6.77,434.66,328.38,1.81,75.41,12.78,2.87,26.69,1.28
6.4,264.57,214.49,0.92,305.48,2288.34,1.92,25.63,0.1
6.14,358.26,194.75,4.04,82.79,397.24,17.21,14.33,3.83
6.97,87.75,352.62,0.08,220.01,357.18,5.4,198.05,1.66
7.74,439.88,397.31,2.27,334.58,1410.405,8.99,100.11,1.75
7.25,534.92,380.94,0.16,368.34,1824.26,6.51,110.95,4.72
8.41,228.74,150.61,3.04,236.77,1093.41,1.71,50.5,3.19
8.16,355.53,70.84,0.92,234.98,2265.23,0.43,107.66,4.58
7.04,137.06,880.13,3.51,60.79,510.68,9.69,66.89,3.23
7.81,244.1,607.44,0.93,319.75,817.48,8.77,30.7,1.56
7.23,295.3,94.45,2.84,320.17,172.1,10.03,68.63,0.12
7.05,775.71,288.67,3.7,114.47,2179.22,13.8,82.01,3.89
8.1,161.26,1077.57,2.85,253.07,2489.23,4.86,36.32,1.97
9.73,228.89,296.23,3.78,46.83,505.49,11.68,122.44,2.17
7.12,431.85,372.34,1.44,208.65,1667.38,2.17,9.38,5.39
8.97,232.98,349.97,0.56,370.56,2462.18,4.21,52.02,2.58
6.42,326.2,101.17,3.27,159.48,2362.69,6.64,214.21,2.8
7.3,355.92,118.76,3.93,63.25,39522.68,8.62,77.06,3.27
7.43,215.31,535.58,1.6,386.98,1769.51,5.03,9.23,0.87
7.3,19.98,273.42,5.27,319.67,1576.13,0.71,90.82,2.28
7.41,510.59,145.33,0.15,333.87,556.16,9.41,86.65,11.03
8.32,57.51,186.08,2.98,327.41,1201.41,5.4,57.66,3.74
7.81,1026.15,120.42,4.16,0.99,1511.17,0.77,0.74,4.07
7.51,160.61,151.55,2.85,118.52,595.64,11.01,107.84,0.41
7.88,180.52,187.12,1.73,131.03,1873.62,4.37,51.41,2.95
6.67,418.68,177.22,1.22,280.08,2116.83,6.95,29.84,2.69
7.03,278.72,759.81,3.36,103.41,69.03,1.87,66.14,3.17
8.0,232.7,385.98,3.95,22.82,598.25,7.23,111.93,1.46
7.16,962.89,584.8,2.49,84.62,2166.38,7.44,78.72,0.03
7.24,127.35,332.82,0.56,219.08,1273.51,8.44,15.38,1.47
8.29,311.02,134.44,0.95,81.56,2482.81,5.71,72.01,5.09
7.23,245.4,255.81,2.02,304.26,972.59,4.73,101.88,1.2
7.35,91.76,373.16,3.2,109.47,640.61,2.18,16.59,1.64
7.87,45.04,116.9,0.63,343.2,1757.98,9.23,167.51,4.9
5.37,358.9,105.92,1.18,257.47,1986.41,6.71,193.18,2.83
7.14,387.69,296.32,4.93,88.52,58.23,0.52,61.19,4.78
7.83,351.57,93.59,4.13,207.73,749.18,1.05,56.06,1.2
6.73,202.65,229.61,2.86,207.2,33071.8,5.9,60.57,1.9
8.72,605.02,488.8,0.96,634.93,405.33,8.91,23.09,9.91
7.44,88.31,361.3,4.3,105.59,1212.78,5.75,85.89,1.41
6.24,73.64,360.67,0.72,135.39,355.64,5.8,2.61,5.16
8.06,242.91,487.06,2.42,278.44,12864.87,3.65,55.74,3.62
6.74,447.19,273.42,0.96,237.83,1951.06,5.15,49.11,5.24
6.18,407.74,354.65,3.38,147.38,232.49,8.03,35.69,3.73
6.15,133.65,98.46,3.19,384.66,2558.91,7.93,60.78,5.29
8.11,697.03,711.73,1.26,288.5,54.34,9.07,89.46,2.15
6.73,243.7,368.19,3.54,220.63,2179.66,5.4,99.95,1.04
6.83,49.62,161.17,4.46,249.53,2130.68,11.25,12.8,2.01
7.71,171.81,290.43,1.09,641.8,859.21,4.03,62.86,4.48
6.5,65.43,568.77,1.99,354.28,2177.12,4.04,85.67,1.02
6.82,419.3,231.04,3.78,87.35,2433.47,4.15,94.79,4.56
6.42,952.82,185.64,0.38,399.4,2604.53,11.33,129.05,9.71
5.15,693.19,378.07,2.31,393.08,1510.67,10.91,63.02,3.32
7.23,237.55,253.14,1.16,156.54,526.66,8.89,2.17,2.09
6.71,163.23,498.47,4.36,84.11,994.53,11.23,71.82,1.8
7.18,405.17,529.06,0.27,271.84,723.23,7.89,106.55,5.1
8.71,763.82,227.1,1.85,167.85,81.14,3.04,33.77,1.55
8.06,526.21,170.3,1.56,214.81,1387.15,4.91,4.6,4.3
6.41,136.52,797.49,2.14,236.85,2336.5,4.5,117.56,3.68
7.79,333.91,273.42,4.14,205.83,715.02,16.79,85.82,1.92
5.02,279.18,151.82,2.61,266.07,1460.73,2.66,114.19,8.13
7.13,705.33,93.4,0.0,278.26,2283.78,5.92,192.65,4.88
6.98,402.59,524.65,0.64,624.95,2094.14,11.73,2.3,2.45
8.11,97.45,82.48,3.43,112.29,597.14,3.03,6.34,4.81
7.52,297.35,314.31,2.75,468.34,1243.04,5.45,105.22,1.0
7.56,6.71,1006.71,1.12,195.22,2650.94,9.42,99.81,0.38
8.47,132.29,223.77,0.53,193.38,1013.63,7.12,110.64,4.94
6.72,116.0,355.95,4.89,311.45,1343.41,8.55,107.41,5.23
7.1,342.42,393.2,3.69,163.07,2211.52,10.84,70.21,0.63
9.69,90.79,31.4,1.15,379.86,8.07,7.61,116.98,5.22
7.12,374.18,292.65,2.19,327.78,614.48,11.97,32.99,1.23
8.18,183.55,271.32,4.18,343.92,241.69,11.29,21.41,0.32
9.71,369.71,256.36,2.53,627.43,2574.58,1.39,4.45,2.51
6.56,193.13,148.81,8.42,191.07,447.86,10.92,69.11,2.65
8.48,174.51,126.55,1.89,280.05,1759.72,2.89,56.29,7.5
6.9,319.2,765.49,0.36,77.41,33.93,6.87,47.2,4.35
